state,city,address,p1-1,p1-2,p1-3,p1-4,p2-1,p2-2,p2-3,p2-4,p3-1,p3-2,p3-3,p3-4,p3-5,p4-1,p4-2,p4-3,p4-4,p5-1,p5-2,p5-3,p5-4,p6-1,p6-2,p6-3,p6-4,p6-5,p7-1,p7-2,p7-3,p7-4,p8-1,p8-2,p8-3,h1 avg weekly,pop 1 mi,pop 3 mi,pop 5 mi,daytime pop 1 mi,daytime 3 mi,daytime 5 mi,median age 1 mi,med age 3 mi,med age 5 mi,white pop % 1 mi,white pop % 3 mi,white pop % 5 mi,black pop % 1 mi,black pop % 3 mi ,black pop % 5 mi,hispanic pop % 1 mi,hispanic pop % 3 mi,hispanic pop % 5 mi,asian pop % 1 mi,asian pop % 3 mi,asian pop % 5 mi,employee count 1 mi,emp count 3 mi,emp count 5 mi,blue collar % 1 mi,blue collar % 3 mi,blue collar % 5 mi,white collar % 1 mi,white collar % 3 mi,white collar % 5 mi,med hh income 1 mi,med hh income 3 mi,med hh income 5 mi,hh discretionary spend 1 mi,hh discretionary spend 3 mi,hh discretionary spend 5 mi,hh dining spend 1 mi,hh dining spend 3 mi,hh dining spend 5 mi,city renter %,city wfh %,plaza foot traffic,Latitude,Longitude,Geocode_Status,Geocode_Notes,format,visibility
CO,Grand Junction,2566 Patterson Rd,"$18,683.61","$22,097.26","$22,712.79","$21,028.31","$22,282.22","$21,559.87","$24,088.59","$24,390.13","$24,920.68","$26,911.47","$24,706.70","$26,400.57","$28,068.15","$26,071.37","$24,143.19","$28,427.64","$27,313.18","$28,735.33","$26,839.22","$27,315.29","$26,993.83","$27,506.91","$27,228.24","$25,484.18","$26,800.67","$27,381.95","$20,182.03","$25,495.22","$24,562.26","$22,076.46","$24,556.52","$23,886.50","$26,767.59",,8488,45582,80114,7604,40912,74290,38.6,40.8,40.2,78.50%,82.00%,81.40%,1.10%,1.00%,0.90%,24.80%,15.30%,16.70%,0.00%,1.00%,1.20%,7366,38912,48530,14.10%,10.50%,14.40%,85.90%,10.50%,14.40%,58694,65825,67020,7867,8546,8658,3224,3444,3480,27.50%,13.70%,192624,39.0921349,-108.5776473,OK,,end cap,1
UT,Hurricane,68 South 1400 West Suite 1,,,,,,,,,,,,,,,,,,,,,,,"$29,283.65","$25,165.29","$19,448.18","$18,182.70","$16,754.72","$16,124.81","$15,359.58","$14,776.54","$16,431.85","$18,048.98","$17,103.14",,991,12453,17269,911,11982,16456,28.2,46.7,42.7,98.10%,93.30%,86.60%,0.00%,0.00%,0.00%,0.00%,6.20%,10.20%,1.90%,1.90%,1.40%,659,3922,6775,33.20%,23.70%,26.10%,66.80%,76.30%,73.90%,85021,69400,63918,9925,8571,8076,3853,3427,3268,28.40%,14.00%,794654,37.175633,-113.3146976,OK,,in line,0
CA,Irvine,3965 Alton Parkway,"$19,974.14","$19,936.17","$25,867.35","$18,786.71","$23,354.46","$20,956.88","$22,336.88","$23,141.67","$26,960.49","$25,521.08","$23,005.93","$24,728.80","$24,760.14","$26,265.63","$27,480.06","$25,420.71","$29,780.91","$25,827.55","$23,754.54","$25,797.72","$22,787.47","$25,043.57","$27,053.85","$25,540.45","$23,337.79","$23,670.50","$23,655.13","$27,598.65","$27,438.75","$31,495.41","$29,260.71","$32,081.54","$26,421.00",,32408,168670,480449,31675,203758,424347,39.4,36.9,36.6,39.20%,40.90%,34.80%,0.90%,2.30%,1.90%,11.60%,12.90%,28.70%,40.40%,38.30%,32.90%,6101,231544,467509,2.00%,20.60%,15.60%,98.00%,79.40%,84.40%,132013,120359,122042,15242,14257,14401,5548,5261,5303,43.60%,18.50%,12899077,33.6823731,-117.8134434,OK,,end cap,0
CA,Ladera Ranch,27522 Antonio Pkwy,"$26,728.14","$23,489.60","$27,061.03","$26,290.71","$26,415.14","$25,492.73","$26,743.32","$25,460.46","$26,598.57","$25,659.05","$27,006.35","$26,007.06","$27,077.87","$25,964.08","$24,932.79","$23,185.29","$27,284.39","$26,723.26","$25,807.42","$28,067.89","$25,428.00","$22,380.44","$24,832.63","$23,621.53","$24,808.02","$26,175.57","$21,644.06","$26,459.42","$24,387.76","$26,718.93","$26,067.68","$27,613.22","$25,042.41",,10574,77573,218730,10408,74521,209812,35.5,40.4,43.4,62.60%,65.60%,63.40%,1.10%,1.10%,0.90%,10.90%,15.80%,18.90%,12.80%,13.60%,13.20%,1378,25427,74316,5.00%,4.30%,15.00%,95.00%,95.70%,85.00%,163325,162584,144609,17776,17717,16279,6273,6256,5848,43.60%,18.50%,10862659,33.5633637,-117.6289044,OK,"city mismatch: typed 'Ladera Ranch', Google matched 'Mission Viejo'",in line,1
FL,Orlando,14152 Narcoossee Road,"$18,000.98","$23,049.57","$20,910.21","$21,789.56","$21,084.38","$20,961.56","$19,744.89","$20,579.61","$17,061.77","$19,889.98","$22,023.61","$19,201.34","$5,191.22","$9,551.35","$19,738.38","$21,435.36","$21,984.56","$22,008.73","$18,604.83","$22,301.06","$20,224.96","$18,811.04","$19,915.32","$22,098.42","$20,292.99","$23,088.62","$18,848.91","$20,459.14","$19,747.70","$22,145.18","$21,905.95","$21,712.39","$20,317.44",,7456,35131,77873,8426,34398,76499,36.7,37.1,38.2,44.10%,42.70%,43.70%,4.90%,5.30%,6.80%,50.10%,49.50%,48.40%,2.50%,8.80%,6.80%,1024,6102,11450,95.70%,94.90%,90.40%,4.30%,5.10%,9.60%,115640,112099,105420,12457,12317,11782,4645,4592,4432,43.20%,17.70%,2743912,28.3618752,-81.2446307,OK,,end cap,1
UT,Layton,515 Ring Rd,--,,,,,,,,,,"$14,420.71","$17,082.62","$16,783.43","$19,087.15","$20,480.69","$20,071.00","$23,033.33","$22,159.21","$21,028.82","$25,162.43","$20,877.65","$21,617.36","$20,345.51","$20,468.37","$24,581.77","$21,051.67","$18,266.55","$19,193.21","$23,451.29","$19,997.28","$19,246.32","$20,689.93","$20,909.90",,12481,97861,182053,11191,92527,174374,30.5,31.8,31.8,72.40%,79.70%,82.00%,2.50%,1.60%,1.70%,24.00%,16.70%,13.20%,2.90%,2.40%,2.10%,10750,44446,63988,7.10%,23.80%,22.20%,92.90%,76.20%,77.80%,69066,88885,98709,9529,10248,11055,3418,3953,4199,22.70%,18.10%,5071659,41.0761055,-111.9754105,OK,,end cap,0
TX,Lewisville,1079 W Round Grove Rd,"$15,094.16","$20,449.45","$15,799.26","$10,411.35","$9,621.70","$15,363.47","$12,711.98","$13,688.01","$12,736.38","$14,423.13","$14,541.23","$12,853.73","$15,357.35","$10,609.60","$11,349.01","$13,208.11","$12,830.90","$12,337.28","$11,885.67","$12,554.49","$17,362.47","$10,199.18","$13,136.50","$14,177.41","$12,505.98","$11,343.20","$12,382.14","$11,261.25","$6,555.00","$10,438.08","$12,980.04","$11,302.79","$10,918.59",,10595,104817,219473,9924,98731,202385,37.3,37.5,38.8,50.70%,46.00%,51.70%,15.40%,13.00%,10.20%,25.40%,27.00%,22.00%,10.00%,15.50%,16.40%,5585,50715,142394,14.30%,9.20%,12.30%,85.70%,90.80%,87.70%,94226,95823,105951,10487,10615,11414,4010,4049,4291,34.50%,23.50%,847665,33.0063824,-97.0171051,OK,,in line,1
FL,Maitland,701 Trelago Way,"$11,536.89","$15,103.28","$15,257.39","$14,306.54","$15,335.66","$17,228.62","$15,984.94","$14,999.35","$16,799.28","$15,194.00","$15,346.60","$12,359.28","$15,170.01","$14,653.04","$14,502.98","$16,057.69","$16,129.51","$12,873.65","$12,201.95","$13,775.15","$12,426.70","$13,509.52","$11,948.23","$12,808.99","$12,356.22","$12,622.84","$11,592.19","$12,120.75","$12,711.40","$12,198.16","$13,158.89","$11,503.43","$10,550.68",,6398,98003,271161,5675,97188,246400,39.9,38.6,39.8,66.20%,55.70%,56.30%,8.50%,15.30%,15.80%,18.60%,24.60%,24.50%,3.00%,3.60%,3.90%,6020,110442,206336,5.90%,5.60%,10.00%,94.10%,94.40%,90.00%,86446,73800,77326,10208,9106,9418,3953,3609,3707,43.20%,17.70%,472670,28.6345819,-81.374162,OK,,end cap,0
NH,Manchester,946 S Willow Street,"$31,238.07","$29,408.89","$25,089.80","$30,100.06","$25,311.62","$29,801.16","$29,392.85","$28,659.46","$27,108.65","$32,737.49","$35,840.76","$32,878.51","$34,667.57","$33,974.17","$29,466.39","$37,057.03","$35,819.50","$34,879.30","$33,173.10","$33,805.15","$30,310.59","$30,020.58","$32,416.70","$35,896.96","$35,228.65","$34,657.31","$29,859.27","$31,207.55","$34,529.86","$35,752.61","$36,562.01","$38,390.25","$38,379.26",,10569,83635,144897,9930,73956,132187,44,39.5,39.6,78.00%,72.20%,77.50%,2.80%,4.80%,3.90%,16.60%,15.70%,11.90%,4.80%,4.80%,3.90%,5323,80653,105915,5.60%,10.70%,13.20%,94.40%,89.30%,86.80%,90500,76520,86184,10987,9644,10606,4226,3809,4109,32.60%,18.10%,5924610,42.9631557,-71.4414159,OK,,in line,1
MN,Maple Grove,7860 Main St,"$19,223.58","$21,525.14","$20,280.44","$21,655.64","$21,513.74","$22,112.88","$25,097.10","$23,211.86","$23,040.88","$25,368.37","$22,518.89","$25,492.70","$26,506.51","$22,158.40","$22,357.77","$24,744.16","$28,983.14","$26,927.94","$24,743.48","$33,800.98","$26,132.46","$25,498.59","$30,978.09","$26,457.35","$29,944.88","$30,708.80","$25,845.40","$28,654.49","$27,974.08","$27,398.28","$26,815.18","$28,716.80","$26,562.49",,5287,53524,176677,5396,48452,166629,40.2,42.4,39.2,80.40%,74.90%,61.00%,6.70%,8.60%,16.80%,2.30%,2.80%,4.90%,9.10%,9.10%,11.80%,6132,42262,83733,0.60%,28.20%,24.90%,99.40%,71.80%,75.10%,94997,114276,112638,10558,12066,11941,4033,4486,4449,37.30%,25.20%,6105635,45.0969018,-93.4414556,OK,,in line,1
TX,McKinney,5701 S Custer Rd,"$19,316.02","$19,033.27","$19,802.77","$15,106.98","$13,223.93","$20,298.84","$19,292.11","$21,139.86","$23,341.43","$19,301.58","$19,457.39","$20,864.63","$20,209.29","$21,892.36","$21,056.53","$23,614.03","$21,467.15","$21,866.38","$20,948.68","$22,054.19","$22,478.37","$21,484.23","$20,055.90","$20,873.41","$23,078.45","$23,269.18","$21,313.41","$21,117.47","$19,272.50","$19,781.01","$20,602.57","$23,989.47","$22,668.52",,6542,31440,137371,6428,30920,134853,43.7,38.5,37.5,81.60%,68.20%,61.00%,3.50%,8.00%,8.40%,6.00%,9.90%,12.90%,4.90%,12.50%,15.60%,949,4328,20797,9.10%,8.40%,8.20%,90.90%,91.60%,91.80%,190077,167109,151155,17412,15865,14755,6009,5580,5266,35.50%,27.50%,1068461,33.1434622,-96.7325411,OK,,end cap,1
SC,Mt. Pleasant,3500 Park Avenue Blvd,"$38,317.49","$48,620.48","$46,290.53","$43,862.44","$34,906.36","$47,438.87","$51,750.66","$51,116.77","$51,260.24","$5,235.06","$51,659.92","$49,154.26","$53,972.19","$54,640.56","$39,855.82","$50,132.59","$46,143.05","$45,388.99","$47,508.62","$51,339.54","$52,830.52","$44,505.20","$45,449.00","$47,094.27","$46,070.01","$43,781.60","$42,225.76","$45,819.40","$41,390.77","$47,275.76","$41,080.33","$45,317.21","$50,318.50",,5695,30800,52063,5290,29936,50816,43.8,45.6,43.7,88.10%,85.40%,84.80%,5.40%,6.80%,6.90%,2.30%,2.20%,3.30%,2.00%,3.20%,2.50%,3375,7196,10388,6.00%,6.10%,6.80%,94.00%,93.90%,93.20%,91528,107063,120522,10125,11339,12352,3888,4256,4556,36.10%,17.70%,7995834,32.8828304,-79.7710247,OK,"city mismatch: typed 'Mt. Pleasant', Google matched 'Mount Pleasant'",end cap,1
IN,Munster,9611 Calumet Ave,"$15,622.19","$17,202.86","$18,101.18","$15,448.16","$16,199.17","$17,684.91","$18,019.77","$23,956.16","$19,818.55","$19,849.76","$16,137.95","$15,109.38","$18,409.29","$18,231.83","$16,905.56","$20,014.24","$23,252.76","$20,570.34","$21,269.14","$20,600.37","$19,190.46","$16,617.81","$18,668.27","$20,729.22","$17,739.10","$18,255.18","$20,949.71","$18,236.42","$22,493.57","$20,189.39","$18,748.26","$13,858.34","$5,440.56",,7101,69585,192333,6535,65570,183778,42.8,45.9,41.9,76.00%,62.30%,52.60%,3.10%,19.00%,25.60%,7.20%,14.10%,18.60%,12.60%,3.30%,2.30%,4712,33456,71291,13.70%,6.30%,12.50%,86.30%,93.70%,87.50%,112660,91769,79721,11278,9725,8784,4202,3733,3442,28.30%,8.20%,370379,41.5387972,-87.5087459,OK,,in line,1
MI,Novi,26425 Novi Rd,,,,,,,,,,,,,,,,,,,,,,,,,"$5,001.19","$4,686.03","$5,315.19","$7,432.12","$7,488.45","$9,458.52","$11,059.13","$14,621.68","$11,969.43",,3161,55702,165920,9064,61761,150018,36.7,42.7,43,28.40%,56.10%,61.80%,4.10%,8.10%,9.90%,12.50%,4.00%,3.80%,40.80%,27.60%,20.40%,10300,70184,132514,3.80%,20.70%,15.70%,96.20%,79.30%,84.30%,107761,106693,102340,11157,11077,10749,4184,4160,4061,27.30%,20.20%,25791145,42.4845087,-83.4762743,OK,,end cap,1
FL,Oakland Park,753 E Commercial Blvd,"$25,041.89","$26,224.85","$28,530.58","$32,019.57","$29,743.44","$28,535.02","$27,517.33","$33,019.89","$30,550.83","$30,319.81","$30,435.01","$30,071.66","$29,630.34","$30,180.04","$28,832.65","$25,729.90","$26,940.00","$28,191.04","$25,937.97","$24,646.10","$27,480.53","$23,562.59","$22,466.62","$20,677.93","$22,333.09","$24,805.15","$24,985.27","$25,378.03","$23,487.22","$22,044.82","$24,914.26","$22,921.61","$23,634.56",,17855,130435,350216,16529,116962,323470,38.8,44.9,42.5,49.70%,54.10%,39.30%,10.60%,15.70%,36.80%,38.30%,26.00%,20.40%,0.80%,260.00%,2.10%,11046,112271,222876,18.90%,15.10%,12.30%,81.10%,84.90%,87.70%,69018,76508,70594,8676,9346,8819,3472,3684,3518,36.40%,14.70%,10966880,26.1893423,-80.1373355,OK,,in line,1
FL,Ocala,4414 SW College Rd,"$32,975.22","$32,082.19","$31,626.39","$35,337.40","$37,809.16","$35,762.02","$40,213.48","$42,123.88","$40,995.34","$41,020.77","$46,416.42","$41,706.66","$46,802.03","$44,049.86","$39,217.39","$40,468.69","$43,297.92","$42,548.46","$46,646.38","$46,227.68","$44,814.31","$41,856.72","$41,661.16","$44,155.45","$45,098.14","$44,106.96","$42,049.58","$45,527.37","$40,978.47","$44,662.19","$50,114.99","$44,339.47","$49,155.39",,3216,23355,67301,3104,20780,60384,38.7,42.2,45,60.00%,55.30%,56.90%,23.40%,13.50%,16.40%,15.40%,30.10%,23.00%,1.60%,8.60%,4.70%,926,21454,57641,2.50%,11.60%,14.80%,97.50%,88.40%,85.20%,92644,60603,58050,10732,7898,7656,4114,3221,3142,22.50%,12.00%,4296463,29.1383776,-82.1938834,OK,,in line,0
CA,Oceanside,1830 Rancho Del Oro Rd,"$21,007.17","$25,456.59","$24,238.08","$28,249.88","$26,162.52","$26,050.21","$27,599.44","$27,276.61","$34,581.15","$32,399.90","$30,767.48","$38,518.33","$33,835.31","$31,198.91","$28,480.82","$30,488.11","$28,057.72","$31,326.04","$27,024.14","$30,241.09","$31,688.12","$32,152.60","$28,725.78","$27,741.31","$30,927.33","$30,893.98","$28,166.26","$32,193.68","$32,477.05","$37,059.22","$39,126.60","$36,775.22","$36,114.77",,6904,139972,294589,6151,134962,285643,39.3,39.6,39.3,52.00%,49.30%,48.50%,2.10%,3.90%,3.40%,26.40%,36.50%,38.70%,10.20%,8.50%,7.60%,6990,41749,74550,42.60%,19.20%,15.20%,57.40%,80.80%,84.80%,113845,89886,93445,13696,11546,11875,5094,4446,4546,45.40%,18.70%,1955229,33.2044667,-117.3105439,OK,,end cap,0
NJ,Old Bridge,2040 Hwy 9,"$36,766.26","$35,894.18","$35,074.84","$31,047.73","$25,395.54","$33,552.63","$33,040.62","$37,291.57","$32,879.43","$42,061.55","$40,991.85","$40,837.31","$40,101.32","$38,728.58","$39,236.14","$40,567.15","$37,123.57","$42,157.95","$40,584.85","$42,026.00","$39,922.77","$37,350.83","$39,624.84","$41,206.25","$42,434.78","$40,247.72","$37,174.19","$38,586.34","$36,719.17","$36,451.94","$41,012.59","$36,829.04","$38,209.24",,4271,68092,186625,4204,66266,180826,42.6,41,40.9,66.40%,56.00%,57.80%,4.10%,13.00%,10.60%,22.80%,17.10%,18.10%,11.50%,16.40%,13.30%,551,15211,48324,14.50%,13.10%,12.10%,85.50%,86.90%,87.90%,93027,99381,103953,11505,12067,12466,4408,4579,4699,36.40%,18.10%,5610179,40.4183094,-74.3062468,OK,,end cap,0
OR,Oregon City,19713 HWY 213,"$16,670.92","$18,262.06","$16,880.58","$14,201.05","$16,136.00","$16,643.18","$17,509.77","$16,710.85","$19,022.48","$19,081.05","$17,687.69","$18,238.47","$17,578.37","$20,158.48","$20,900.90","$18,354.83","$17,796.49","$17,461.92","$20,342.30","$21,408.05","$19,508.76","$22,251.41","$20,463.39","$18,657.77","$18,692.60","$23,047.87","$17,189.66","$19,463.88","$21,239.59","$22,630.98","$21,067.77","$22,578.51","$20,383.82",,8549,38881,83733,8123,37136,80664,36,39.2,42,86.50%,86.00%,83.60%,3.50%,1.00%,1.20%,8.50%,7.50%,8.00%,1.30%,1.90%,2.80%,3549,14536,25573,14.80%,14.10%,15.70%,85.20%,85.90%,84.30%,103016,82479,102166,11773,10890,11703,4444,4176,4423,29.30%,20.90%,754281,45.3209602,-122.5784684,OK,,in line,0
FL,Orlando,335 N Magnolia Ave,"$12,319.05","$18,946.43","$20,208.99","$17,247.02","$19,570.37","$17,453.58","$19,929.32","$19,789.74","$19,911.72","$17,716.60","$20,782.42","$15,737.28","$22,407.25","$16,262.31","$17,860.55","$17,139.45","$22,767.78","$18,489.31","$23,831.14","$16,990.63","$19,439.48","$14,527.79","$16,578.83","$15,973.79","$17,734.65","$18,113.39","$17,245.43","$21,633.28","$20,383.31","$16,299.45","$20,521.37","$18,897.51","$17,387.57",,19357,95475,289130,83427,168488,262259,41.3,40.4,38.8,55.50%,61.00%,45.70%,14.20%,16.20%,25.90%,25.00%,19.60%,25.90%,5.90%,3.40%,3.40%,94804,191464,298022,2.20%,4.60%,7.30%,97.80%,95.40%,92.70%,66885,88267,74822,8481,10363,9197,3410,4001,3637,43.20%,17.70%,1200611,28.5470097,-81.3770581,OK,,end cap,0
FL,Palm Beach Gardens,11300 Legacy Avenue,"$22,942.74","$22,404.07","$24,063.44","$20,516.56","$21,833.05","$21,483.91","$25,501.62","$25,300.36","$25,641.83","$24,914.37","$22,591.80","$24,109.41","$20,870.98","$21,286.01","$22,790.76","$21,156.70","$21,991.57","$22,151.57","$18,887.35","$23,005.24","$23,857.33","$20,935.59","$20,105.89","$21,195.30","$21,667.54","$22,500.69","$22,118.13","$24,484.23","$25,433.65","$22,244.97","$26,048.08","$24,728.02","$25,270.44",,10277,74771,157992,11425,68678,147559,54.4,49.6,47.3,77.60%,75.20%,64.00%,3.30%,6.80%,18.40%,13.90%,12.90%,13.50%,7.30%,3.60%,2.80%,12984,50769,86937,8.00%,10.40%,12.00%,92.00%,89.60%,88.00%,73739,96446,97573,9101,11049,11142,3607,4211,4239,29.90%,15.40%,7179770,26.8427236,-80.0897735,OK,,in line,0
UT,Pleasant Grove,758 South North County Blvd,"$25,419.72","$31,498.84","$35,032.31","$31,659.77","$36,605.77","$35,704.44","$32,264.23","$33,499.45","$32,537.26","$38,282.78","$37,750.58","$37,146.90","$40,689.55","$35,716.05","$37,904.57","$41,307.20","$41,184.22","$40,581.42","$36,919.80","$47,792.30","$39,718.77","$36,608.68","$39,446.02","$40,948.84","$40,017.03","$41,595.78","$28,267.44","$38,370.80","$46,588.02","$41,019.00","$41,281.67","$40,366.69","$39,065.93",,12013,63280,163554,10907,57145,152989,25.9,29.7,29.2,80.30%,81.20%,80.80%,1.10%,0.50%,0.70%,13.10%,13.30%,14.30%,2.70%,2.20%,1.70%,9216,51123,88035,11.00%,23.20%,21.30%,89.00%,76.80%,78.70%,75015,91533,97276,9066,10468,10939,3584,4020,4164,31.70%,19.00%,308484,40.3546889,-111.7659027,OK,,in line,1
FL,Port St. Lucie,10513 SW Meeting St,"$15,629.99","$16,386.81","$16,787.58","$15,059.43","$16,195.96","$16,748.09","$18,310.46","$17,175.68","$17,729.04","$16,878.17","$18,299.98","$16,451.83","$17,534.34","$15,836.63","$14,960.08","$22,031.42","$16,961.63","$13,877.99","$14,528.86","$12,199.74","$12,025.20","$12,228.85","$12,613.34","$11,407.12","$11,074.44","$10,839.06","$12,373.32","$12,492.85","$15,352.42","$12,698.07","$11,769.61","$13,945.32","$9,054.32",,3929,47639,109063,3735,46913,106780,39.5,49.7,46.6,51.40%,61.00%,58.90%,28.00%,15.20%,18.30%,23.70%,24.50%,26.20%,1.50%,2.40%,2.40%,1609,6047,19019,3.40%,9.10%,11.70%,96.60%,90.90%,88.30%,90602,82131,74937,10561,9838,9207,4062,3838,3641,21.40%,12.20%,2620047,27.2662429,-80.4326883,OK,,end cap,1
NV,Reno,1171 Steamboat Pkwy,"$23,500.81","$22,773.83","$25,633.60","$28,325.33","$25,439.71","$23,404.77","$24,905.97","$19,492.20","$28,538.92","$29,130.15","$31,516.30","$29,883.08","$28,303.75","$26,734.37","$30,991.59","$31,441.43","$27,196.08","$28,763.98","$30,592.41","$28,969.28","$29,236.68","$25,755.95","$31,559.61","$26,533.49","$32,010.11","$33,782.03","$27,805.44","$28,128.49","$27,986.81","$28,568.65","$30,120.26","$31,782.29","$27,757.85",,12986,51350,83925,12806,48831,78080,44.2,41.8,42.9,73.00%,69.00%,68.30%,2.30%,2.30%,2.00%,13.50%,14.30%,17.00%,5.60%,9.60%,7.90%,1494,20989,48702,2.60%,16.80%,14.00%,97.40%,83.20%,86.00%,113555,111937,105039,12296,12169,11622,4575,4538,4374,40.10%,12.60%,9548756,39.423591,-119.73667,OK,,end cap,0
CA,Rocklin,5198 Commons Dr,"$26,895.37","$24,100.50","$24,152.71","$24,094.82","$25,276.17","$24,314.77","$21,714.13","$23,297.19","$25,105.05","$24,597.98","$26,438.54","$27,369.64","$28,431.82","$26,095.17","$26,810.49","$27,950.58","$27,727.38","$28,362.43","$26,267.29","$29,910.21","$26,983.89","$30,536.39","$28,691.71","$29,137.37","$30,964.16","$28,657.95","$25,681.40","$28,836.74","$27,865.99","$29,380.71","$31,624.36","$29,537.60","$30,797.20",,2369,43111,134924,3786,40798,124774,33.8,44.4,41.9,57.00%,70.50%,67.60%,0.80%,0.40%,1.50%,26.30%,14.30%,14.20%,12.80%,7.50%,10.50%,4303,19271,84577,14.90%,28.50%,11.20%,85.10%,71.50%,88.80%,94377,110177,119402,11960,13375,14175,4572,4999,5236,25.20%,22.70%,7627061,38.8048222,-121.2068038,OK,,end cap,0
CA,Roseville,2010 Blue Oaks Blvd,"$26,548.69","$28,054.70","$28,984.33","$26,950.40","$27,742.89","$27,930.78","$24,683.96","$27,621.93","$28,301.00","$27,927.36","$33,024.61","$30,772.51","$30,756.43","$30,965.03","$27,686.56","$29,329.26","$29,982.29","$30,256.72","$30,569.48","$32,360.89","$28,561.62","$31,727.56","$29,836.59","$30,280.65","$29,637.66","$29,730.39","$31,698.33","$30,798.86","$30,748.72","$28,035.03","$32,225.07","$32,062.44","$29,464.91",,17824,66645,150806,11741,65106,144572,42.9,42,39.7,60.60%,62.20%,61.30%,1.70%,2.00%,2.90%,11.80%,13.10%,15.90%,21.40%,18.10%,15.40%,684,12820,51948,11.70%,18.10%,19.00%,88.30%,81.90%,81.00%,122775,121564,117911,14464,14360,14047,5321,5291,5199,25.20%,22.70%,982231,38.7924969,-121.3582068,OK,,end cap,1
GA,Roswell,2000 Holcomb Bridge Rd,"$14,108.32","$12,102.16","$16,925.01","$11,384.33","$9,580.11","$14,455.96","$16,381.26","$13,339.28","$19,502.33","$16,124.11","$15,760.42","$13,731.95","$16,573.74","$16,948.27","$14,642.50","$18,012.82","$20,019.54","$17,692.79","$16,880.40","$19,113.54","$18,037.90","$15,058.63","$16,019.11","$15,209.58","$19,599.35","$15,372.48","$13,245.41","$13,858.93","$18,512.05","$16,578.20","$16,597.36","$17,836.42","$16,062.90",,11151,79097,209278,10959,75806,191659,43.3,40.4,41.4,64.40%,56.10%,56.90%,15.10%,15.90%,16.20%,12.00%,19.00%,13.50%,5.90%,4.90%,9.10%,1598,27421,146825,1.70%,4.40%,6.30%,98.30%,95.60%,93.70%,117040,116876,117401,12147,12135,12174,4500,4496,4508,45.70%,29.10%,2929680,34.0055574,-84.2971073,OK,,in line,1
CA,Sacramento,3700 Crocker Dr,"$19,682.60","$21,788.00","$21,815.15","$22,188.97","$21,033.66","$22,788.18","$22,257.06","$20,693.50","$24,838.97","$25,037.82","$24,366.37","$21,805.28","$22,848.18","$20,698.31","$21,773.06","$20,862.74","$19,984.81","$25,348.39","$24,060.64","$24,918.01","$19,811.48","$21,968.79","$25,969.94","$22,530.23","$25,235.73","$24,636.77","$22,579.58","$24,273.70","$25,088.69","$25,222.68","$25,896.47","$27,273.08","$23,698.94",,17656,168931,401464,16928,151628,365158,43.4,45.4,37.3,55.60%,45.40%,38.00%,10.70%,8.60%,10.30%,24.70%,28.90%,30.20%,7.40%,13.70%,18.30%,6063,172305,302542,12.60%,3.30%,5.80%,87.40%,3.30%,5.80%,106990,83564,81064,13095,10953,10716,4915,4263,4189,41.00%,19.10%,7812524,38.5406077,-121.4823262,OK,,end cap,1
NH,Salem,125 S Broadway,--,--,,,,,"$12,046.62","$26,709.01","$23,853.41","$31,555.16","$32,350.79","$28,041.27","$30,491.50","$29,315.18","$23,592.59","$27,545.31","$29,255.60","$27,774.00","$25,765.40","$30,497.15","$31,606.44","$30,961.33","$32,647.77","$32,260.84","$29,989.54","$28,121.97","$27,825.22","$29,786.86","$28,859.54","$29,214.96","$28,207.48","$30,451.39","$32,209.76",,5774,33842,124217,5500,30840,118833,44.2,44.1,41.1,81.60%,81.90%,61.30%,1.00%,2.90%,3.10%,10.80%,9.70%,32.70%,4.90%,4.60%,3.20%,6251,25013,44863,2.40%,4.60%,12.60%,97.60%,86.90%,87.40%,78916,106297,96851,9952,12341,11539,3905,4637,4395,21.60%,19.40%,3272231,42.770718,-71.2205053,OK,,in line,1
TX,San Antonio,Culebra Village Retail Center,"$34,899.35","$31,164.35","$30,527.24","$26,332.49","$26,817.92","$33,512.26","$33,804.86","$37,785.20","$39,243.74","$39,764.59","$35,519.63","$36,502.73","$37,917.10","$38,201.20","$36,038.74","$38,402.94","$37,571.29","$35,843.96","$38,365.18","$40,050.13","$32,538.58","$35,244.27","$35,364.97","$33,368.02","$35,161.01","$35,822.09","$34,427.59","$32,172.66","$33,405.86","$37,613.33","$36,656.77","$38,106.18","$35,427.63",,19131,112711,351562,18921,107252,337668,31.3,34.6,34.9,40.20%,37.90%,38.60%,11.30%,9.20%,8.10%,69.30%,64.30%,65.90%,2.70%,3.80%,3.30%,1742,45488,115781,4.10%,5.70%,4.90%,95.90%,94.30%,95.10%,49979,68136,66978,8459,8297,8195,3378,3327,3294,41.20%,14.60%,7178911,29.472593,-98.652484,OK,partial match - verify address,end cap,1
